EntrezID	Length	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1
244218	900	1
233902	3410	865
269999	1996	220
233904	5934	2285
101502	1823	1188
56216	1574	1
20909	1372	1295
244219	3451	158
233905	6310	678
330657	2531	21
27973	748	537
12041	2857	922
67773	1503	243
76560	1860	776
77613	3061	109
100861900	568	475
233908	1845	6301
319527	3176	74
66824	2135	372
434246	2472	23
16409	4682	3
16411	4025	5
100502816	1244	155
381924	3965	0
70973	473	0
12862	659	1
100043133	3581	68
233912	3834	608
21804	3026	63
246787	2259	1
233913	2588	358
100526559	67	0
67865	875	46
21843	4292	1983
29810	2595	3295
101490	4740	791
210711	4171	1606
207352	4578	902
381925	1088	0
207425	4550	886
100043150	674	0
14183	5346	8985
11907	4908	697
67872	1435	980
57752	9537	1232
114660	2015	0
330660	3434	0
100628579	87	2279
434249	1763	18
101476	3321	1056
56213	2039	84
12945	6243	388
233918	1161	0
69495	697	0
71395	2928	66
16433	2256	0
100502889	477	0
69318	676	0
68223	371	2
68277	2214	252
214580	1130	145
67143	4390	816
66885	3348	1050
15373	1372	0
15372	1669	0
12237	2055	951
233919	2799	0
55987	3506	8
77590	4265	14
100502937	1308	0
100043682	2628	0
18242	2155	1301
20231	1903	0
76429	1607	110
77938	5199	922
72096	1078	343
109359	2895	570
76683	541	1
360216	2127	1213
13017	4777	1764
74970	1030	0
73808	915	0
214764	5338	808
214766	1858	2
22276	1811	299
66165	1244	728
101437	2962	1018
100043695	456	44
66930	1974	0
11489	7675	20
100503026	4489	0
71007	2671	276
330662	6815	2239
627214	4637	3
74314	884	0
100043254	860	2
78807	3210	0
270004	2591	0
212070	3315	0
19267	5411	310
100316818	121	0
67765	1494	1
17345	10075	1752
319551	1318	0
77383	2279	0
100038399	3959	0
330664	1385	0
621677	3314	0
17314	819	76
13593	5023	20
100038555	2876	0
77252	1125	87
30926	1651	721
70571	2569	0
69546	1524	160
52432	2054	1487
12176	1756	215
74004	5554	0
26757	2643	4
57740	2279	4
76612	2711	55
101631	2640	437
212111	2826	809
14912	1907	0
212124	1667	1
52389	4758	1
76484	7303	5
22286	1160	17
100503791	2333	5
387198	72	0
381933	1161	0
11501	3034	243
74237	3085	882
69752	1100	328
17703	2287	1
68566	1627	1
22264	622	0
69064	650	339
93747	1491	1095
212503	1737	55
212508	1595	277
212518	3156	0
258954	939	0
258511	954	0
258055	957	0
244233	3454	0
244234	3967	0
622335	393	159
258958	930	0
257939	918	0
18361	936	0
258512	924	0
258955	915	0
259028	930	0
258056	963	0
258956	939	0
258513	3853	0
258201	933	0
18345	1190	0
18362	936	0
258962	1162	0
258963	960	0
18344	936	0
258964	939	0
13106	1740	1
74075	1462	1
407812	3909	38
76974	675	797
78520	1077	15
338417	437	1
69287	924	3
54399	1552	581
101489	2967	926
64384	1575	202
23997	1563	1649
12869	363	0
212965	1626	1
101613	3823	2
212974	2975	608
73835	709	1
80876	627	2850
68713	840	12
66141	648	2027
213002	541	0
330671	3105	146
56460	3045	2901
24058	1990	550
71345	3012	1443
27388	2172	695
107702	2015	5612
15461	2272	960
70552	2628	73
72000	2047	220
66985	1525	419
387206	110	0
101471	5374	2583
54123	1859	345
72040	2629	1
20287	507	1
13491	1336	6
54006	2733	464
71448	2197	118
98845	3065	2814
320871	2935	95
21351	1276	4055
213350	1497	342
100862193	870	0
57754	1657	2
68267	2852	496
57913	2900	190
67186	441	2972
100217419	134	27
66853	2717	3493
213573	1687	1984
12476	2012	3443
66491	1671	205
64540	1569	803
68038	4223	752
11772	4639	1019
100036523	2620	8
353328	8022	2
100862174	3542	3
17831	2923	6
17833	8505	0
74180	14963	2
54473	3705	3650
75770	4351	4
100526509	63	0
101513	1456	539
18218	4819	2046
100039728	660	1
668763	966	0
100043617	1096	0
71623	1474	0
100039757	963	0
77215	1652	0
114666	1177	0
100043627	600	0
100038419	2352	0
50774	693	0
50775	1002	0
320802	3230	62
13033	1954	17226
55925	1505	172
21953	667	27
16985	1925	5
677289	2245	0
21957	1121	10
19935	582	272
330677	2106	0
14955	2615	135
735280	84	0
16002	4236	52
723874	73	0
111975	4778	0
16334	565	0
624121	805	0
21823	1757	0
17173	1612	0
27027	1827	1
97423	1901	42
12520	1518	4855
56844	1394	394
56843	4383	0
16535	3029	184
63830	83437	105
71153	1526	0
12577	1942	35
18400	1629	278
22113	737	78
17955	2283	2113
27267	3222	793
244237	2977	1
79202	2275	20
79201	3283	62
79196	4085	687
381974	1821	0
244238	3761	28
78914	2631	145
13360	2816	616
100526562	85	0
210274	7029	1549
13043	3223	6530
233977	5259	3282
100038412	1053	13
14082	2871	272
101772	4604	12899
791284	1338	1
14174	1194	0
14175	3030	1
14170	1809	12
100568459	154	7
72284	1959	281
12443	3796	9000
100040049	935	14
233979	2909	252
211577	2006	1
211578	3117	0
100039479	903	0
100039499	903	0
16337	9355	1515
319493	2967	0
102098	5300	1397
69129	1126	130
76406	1613	27
140482	1999	358
94178	2003	680
50767	4497	695
546049	1621	11141
69697	4296	1235
67439	2654	1457
100503890	1193	361
18545	625	1
20911	2703	2020
57264	1287	0
69189	1132	1
100503924	354	5
66682	2034	432
14128	2358	0
75863	1235	0
170786	1484	0
170780	1771	0
170779	863	0
69165	2020	0
170776	1550	0
69142	1109	0
70192	1085	1
78899	2823	2
213027	1542	100
100503956	2751	124
73072	4616	134
72267	3878	409
26400	3546	1596
100044509	1075	87
102209	1514	387
330695	1226	196
21856	1782	996
15568	6030	1930
20300	1274	29
67260	3668	24
233987	2361	150
100862276	446	0
20419	2132	150
622568	228	37
669393	417	938
20494	1629	0
320406	2159	1
13642	4319	775
66719	2101	1
234023	1712	1415
71249	1146	0
270028	3142	0
319583	4081	116
68904	5181	835
24099	1699	4
244281	6296	0
320014	3085	0
71624	1331	1
665306	2847	13
384783	4015	3323
619321	954	1
12826	6615	1847
12827	6426	779
19332	722	703
100504175	2272	16
102132	2121	115
69225	1421	1994
71941	1850	494
26356	2813	768
102334	4463	1165
76413	1266	0
665271	2531	0
624710	1533	120
54126	7435	1151
75528	775	1
619290	1839	0
434280	5067	0
434279	1472	0
20664	4037	0
78634	761	0
259279	3649	1658
100038554	3655	0
50770	7443	7721
100504249	518	0
100862362	531	0
17207	5512	720
14068	1859	1
14058	2693	4
66901	2398	7
234069	2408	563
99375	3628	1712
16783	2255	8754
66790	1310	121
100316713	68	0
78335	781	0
234072	1365	2
102323	3034	214
234076	4533	969
21781	1700	1092
11945	1327	0
24013	7431	0
272465	1224	14
14456	2593	12221
66501	1408	0
19414	4118	100
403185	781	0
69957	2231	1313
67031	1402	550
231201	2861	0
101994	4013	640
66423	802	46
66822	2008	240
72148	2463	31
234086	1579	112
244310	4510	0
26889	6432	126
100862377	1227	0
234094	5474	504
74901	6973	74
434285	1760	0
17930	4953	1
94109	14278	213
100526464	82	0
244329	4620	549
11601	2475	17
52123	3829	531
319581	3176	4
360217	249	0
353320	352	0
360212	192	0
360214	252	0
77674	997	0
360211	246	0
546038	1740	0
78128	435	0
244332	330	3
56519	458	0
654452	168	0
116746	323	1
574081	174	0
81007	195	0
27358	322	0
654456	204	0
244334	287	0
246080	306	0
626415	2590	0
100861725	8474	6
547150	4659	1811
100040599	2514	3
381598	4009	411
100861745	1503	55
100861634	4188	67
100861653	1948	236
100861668	2514	0
654455	192	0
654453	426	0
100041654	314	0
574083	857	0
503556	486	0
66298	419	0
497114	418	0
100041688	403	0
13236	279	0
634825	454	0
100038927	390	0
382059	419	0
13226	419	0
100041759	282	0
100041787	282	0
13237	410	0
13239	421	0
100041811	282	0
13218	507	0
100294660	172	0
100505096	498	0
100862126	376	0
665927	463	0
68009	427	0
100041890	427	0
100041895	404	0
626682	285	0
665956	351	0
626708	387	0
23855	411	0
100041952	376	0
727720	282	0
382000	500	0
503491	419	0
13214	916	675
387334	373	1
13215	305	0
246085	298	0
246079	323	0
246081	339	0
246082	331	0
246084	267	0
246083	224	2
97476	1887	17
67929	1054	0
11979	4711	239
207958	4964	391
330721	2404	19
23954	2050	61
80986	2601	269
70160	1277	1056
56229	4432	42
234129	2549	0
18408	3455	356
69108	542	3
57312	1536	167
102032	1459	338
20516	3658	539
100502938	2341	147
22335	1423	548
234130	1315	0
18970	1227	1068
68074	2439	153
16150	4534	1650
18791	2532	205
64933	3467	339
244349	9126	2954
11733	8616	10
723876	128	0
100526510	90	0
74561	2236	0
102247	3944	2499
109145	1364	363
57437	2031	1185
20377	4372	317
320158	4179	0
208924	854	0
69068	1331	16803
209176	3014	2
15930	1555	310
13524	2361	0
11497	2707	0
11499	2791	0
353188	2447	8
11502	3985	3182
69742	1281	803
330723	2181	3
83436	4985	849
320165	7695	1656
74489	2295	20
14182	5008	7589
270035	2100	64
234135	11646	3343
71910	1472	364
72108	4267	563
100503003	511	1
67384	4798	353
67207	2360	212
100503027	397	0
20845	4007	153
23808	2517	1015
16532	3531	10
52120	2679	539
74653	3601	207
14272	1881	1075
320191	12836	1012
77733	3917	150
73754	2267	186
72316	566	0
353310	3305	2394
244373	3947	2415
114863	4536	1158
78560	5517	17
66653	1383	103
75767	7965	5492
71082	1520	45
76615	1356	11
11556	2795	0
13685	981	378
732482	1156	0
541463	1767	0
108043	4589	0
11440	2906	0
70952	2014	0
382003	1495	0
666422	1660	6
210801	9220	0
71314	1086	0
66959	1747	2
100316666	122	0
68867	3556	1450
100217422	98	1
234138	5080	288
67920	1857	702
171167	4546	77
74517	1758	0
211323	2103	11
666589	1613	0
546052	447	189
100042715	2515	0
22427	6383	554
75029	2120	38
319688	3310	0
628431	1447	4
104271	8408	181
19053	1836	2914
108159	2817	540
14782	2672	2076
100504592	566	0
68153	1802	458
72632	587	0
19663	2780	1020
22428	964	501
234155	1839	2
68192	2585	734
67887	1899	3135
234159	561	0
330734	2121	5
319520	2427	2309
100861989	1057	290
21951	6444	1399
244416	4221	1
100504696	1769	0
67276	5067	746
100504714	1728	3
52065	6408	286
100502846	5884	7
71908	1851	369
330737	2553	3
671641	384	215
244418	4780	3053
244421	3930	644
319582	1825	42
50768	8475	260
100502599	1866	0
621080	1959	133
244431	2389	0
723860	70	0
80286	1574	974
621335	638	0
20288	3998	1
80857	1476	0
78506	3268	79
70546	2498	141
18983	2982	1993
52348	6379	1391
54384	3446	1998
100039179	459	15
13526	2870	0
23793	2621	1
384806	2589	1
546055	2441	0
11988	7857	9193
68797	1545	155
102103	7262	2695
78849	2349	9
234199	1120	4
18536	8381	2322
11886	2251	1428
14300	1088	537
69966	1245	0
244448	1850	0
622117	1467	0
22702	1801	0
382007	2405	0
13525	2494	0
384813	2211	0
252866	2507	0
384814	2558	0
14107	14627	6362
100039673	3982	6
434310	2395	0
17773	1503	0
622523	862	0
109821	2244	0
16621	2472	0
102294	2930	114
212326	5479	266
142980	4327	444
100503309	438	10
234214	6097	2272
100861925	2031	48
319940	2474	13
53318	1578	2627
212392	2626	2
69479	2740	107
192169	1531	523
654824	904	34
67620	3420	4
102141	3067	310
66756	4523	232
11739	1108	2976
234219	1533	0
14081	3891	1211
71876	2467	48
408022	3797	190
12367	1466	865
100503498	1319	15
16363	2484	518
320981	3065	8
71069	10839	1549
320714	4322	887
192174	2952	498
667422	785	1163
69260	2813	341
70925	3494	783
100039801	663	2
75677	994	1
52357	5042	1427
320685	2784	342
23965	10978	1
100503519	4613	0
75359	717	0
100039954	955	0
100040220	1427	1962
11593	1290	304
234258	2253	91
22341	1881	95
76687	3466	1142
76294	1579	0
69281	1057	0
244484	4293	0
234267	3554	9
100040382	1602	0
100040392	1467	0
546212	1419	0
100862163	1521	0
547103	2352	0
100862197	1521	0
100862211	2532	0
100862226	1467	0
100862234	1521	0
100862253	1521	0
100862263	1506	0
100862272	1521	0
100862298	1521	0
100862312	1521	0
100862322	1521	0
100862327	1521	0
382364	1521	0
664876	1413	0
244486	2742	0
110304	1474	0
15446	1719	338
382010	1399	240
50753	3527	295
15111	2235	0
20284	700	0
60406	1183	111
100862010	280	0
97165	2692	476
108150	4523	285
100502593	986	0
100502619	1498	8
270049	5089	0
100040711	678	0
100271928	951	0
234290	1605	0
330776	556	0
23923	1780	0
71306	6789	40
72612	1183	673
12725	6038	2132
320383	2862	10
18004	4264	665
59009	5181	741
69279	565	0
100502680	465	0
234309	1115	220
72333	3566	345
75111	1494	1
234311	5989	89
26359	1306	0
72902	3282	0
244495	3739	0
21892	4928	23
735270	110	0
12876	2103	1914
66234	1824	488
77113	3078	677
73067	1125	161
333307	2504	0
234329	3633	0
260296	2229	0
100038489	975	0
407795	1481	153
72925	4822	4
100503651	1772	0
66282	1088	311
74419	2039	0
18168	2314	0
18166	3007	5
234344	2990	823
17960	1347	1
17961	1501	56
17962	1395	0
234353	11804	1097
72281	2767	332
234356	4247	37
73609	760	0
70885	2410	606
16956	4049	249
100861638	944	0
110877	3118	11
11966	2742	1506
100861650	946	0
211134	1800	0
234358	2996	157
211135	2002	17
378466	2602	86
670593	1053	0
665578	1053	0
234362	2561	1185
636741	1740	13
66869	3491	587
620419	2291	73
330788	5764	277
170759	3915	1989
78816	3925	447
53978	5701	139
80720	1347	13
68709	4022	3
234365	783	7
67184	1251	1214
83984	1304	4
234366	5502	2793
665649	457	2571
74549	5372	2189
70616	2287	798
107770	1418	11
100861688	1168	0
330790	3576	2
13004	7166	0
19727	3682	176
75692	1184	54
72368	601	402
17259	1342	31
234371	2994	713
73095	3172	92
76813	2199	249
234373	4337	677
100503831	450	0
26558	2445	281
234374	2100	643
59042	1033	2082
14559	2724	0
93898	2724	0
19704	4616	2932
12845	2426	5
382056	5674	390
234378	3069	587
67937	1491	1
12931	1646	7
66462	657	459
22186	494	331
75620	1216	613
14232	1894	3099
13716	3085	2088
71780	1838	1800
76900	1475	1125
211228	1273	0
23886	1084	135
66522	4882	1004
50783	942	997
16478	2878	30463
637079	3989	9
100502950	1152	4
110385	3203	125
19339	1451	113
234384	955	355
65972	982	3161
18709	3159	832
72093	745	117
546071	5334	1035
16161	2873	25
70807	2346	441
84036	4042	53
442796	2432	0
234388	911	628
114479	2928	1567
76808	1291	10071
104370	98	23
270058	3274	456
100316777	94	0
665828	1633	0
69419	482	0
100042057	1028	0
76478	1670	188
17925	7297	1859
67023	1085	1754
77090	1652	243
13864	2218	1182
234395	3549	55
68251	1592	992
234396	2134	65
64296	1985	130
94065	646	260
66498	2275	1017
382014	3757	756
70359	2800	453
84094	2016	481
665928	1243	3961
69550	769	1230
73711	1062	1237
434325	1539	47
234404	2778	8
26457	2795	1283
100861736	1189	6
66171	883	193
100861739	322	2
100037278	2482	130
234407	3181	2526
382018	7960	42
16453	4085	1738
16336	587	15
72297	2103	131
74015	3399	160
236193	3975	62
382019	5651	19
170938	2948	303
234413	2718	153
72054	1702	2
404315	1016	0
258532	945	0
258335	1080	0
326618	2082	6727
17274	2012	1012
100861754	822	0
209488	1225	14
234421	646	0
67922	1921	1635
11767	1964	473
16598	1816	3470
13859	4721	1437
73316	1863	37
72254	2427	93
27967	3800	1499
270066	7029	3220
100503374	2994	28
70625	3040	676
66818	2842	2164
74166	2096	179
319555	7722	0
20467	4299	2435
14065	1762	24
16795	3669	789
100628574	80	0
71597	1792	0
70823	3844	485
21968	2358	46
15368	1576	2500
17218	3422	2027
75141	2810	21
666211	538	244
71831	2162	0
100039211	1537	2
110784	4087	500
100503998	413	0
78514	3038	843
70345	1523	3
102182	2781	301
234463	2682	670
67357	359	0
13617	3643	83
73301	2450	0
18997	3212	0
100039422	432	722
19656	1725	956
76775	3630	621
78651	3801	392
622675	7604	747
67687	978	0
109136	2843	244
234479	2642	3
17125	3049	661
73945	7327	2228
24015	3813	3480
68999	2802	121
100504383	670	0
15245	9078	0
14934	1827	0
74709	1758	0
333315	6626	0
93762	4639	2441
14388	4859	2701
100504605	1846	0
74841	4685	1623
234515	4122	12
16168	1285	88
30932	1642	569
330812	9685	36
71310	5848	1381
22227	1644	6
244548	4709	386
67555	1292	0
12745	2278	0
56367	2062	211
258267	1096	0
66916	533	1059
106529	1174	2256
81489	2264	5328
67903	1616	996
19216	2082	444
320795	3538	1679
68278	1659	1838
26364	3253	737
330814	8188	530
100126034	2807	12
66929	1599	178
18747	2293	638
100862267	855	0
666704	2071	498
73453	1084	3
70134	1000	1
100316677	119	0
74337	2449	0
50931	2658	1
212108	475	0
100038416	1580	18
442802	1880	20
19724	4172	1462
735271	88	3
212123	2312	891
244550	2080	0
212139	3288	760
74666	2494	9
244551	730	9
100049549	72	0
723819	89	0
387216	75	24
387220	87	32
723960	107	61
100526528	83	0
212168	4348	2846
101966	661	1726
67873	2149	234
67736	2099	168
12286	7929	38
15936	1522	10139
66830	4304	2569
212528	2186	1706
17095	1801	1
18032	3905	1294
619292	723	3
23863	1680	27
100503665	777	0
102060	1734	311
19358	2074	829
12317	1943	12023
73619	479	1
66590	1829	1348
71846	1373	157
270076	2177	552
16596	1534	6
13423	1643	290
56527	4922	52
100503676	695	60
234542	1908	3
69724	2044	517
21672	942	4386
16477	1840	33111
170833	2617	1692
212989	2089	4
56495	1253	1153
68544	892	1204
212999	4990	2271
320466	2125	24
68628	1843	808
436049	328	3
330817	1332	436
67836	1238	407
414077	699	378
17159	4325	1193
244556	2332	93
624855	2397	6
258858	939	0
65114	3169	3045
56452	1654	492
213435	3070	0
66714	1595	237
108682	3596	572
56445	2839	4509
74513	5646	192
71927	3355	2360
102093	4617	1784
244562	4511	0
66887	2942	1180
20437	2114	884
666945	1362	7
80750	6469	3019
100038706	839	0
100503751	687	0
12404	2335	1
100040294	682	0
330820	1023	0
94187	4907	20
382030	1832	512
234549	3146	1117
77265	469	14
214627	4624	1232
100503817	1459	2
11513	6330	25
26992	2370	684
93960	4459	13
71607	1434	3
100862404	447	0
257632	4621	461
74256	8250	1780
58198	5258	0
100041089	784	0
625801	321	3
244579	3195	182
100503868	979	3
109151	11517	1886
19651	4888	645
14339	2165	926
244585	6969	186
26383	3558	1796
320798	3237	0
16373	2363	5050
71296	1243	274
54352	2403	1561
64379	2380	6
17390	3041	86
270084	2800	65
69543	1015	0
20538	6073	0
244595	1980	0
382044	1965	0
13884	1840	0
104158	1966	0
13897	2073	0
234564	1915	0
12623	2289	0
75704	1871	0
67935	1728	0
14681	7732	42
75809	1862	0
23802	3678	2476
100861639	858	0
68219	1111	300
100861643	471	0
270086	5311	989
67378	2947	338
17752	391	2
17751	538	2
17750	556	27276
17748	542	25387
71805	2928	876
723956	71	0
20497	3300	0
64209	1871	1019
320377	1538	3
434341	6945	264
234577	2302	36
102122	1800	661
67610	3849	546
107566	2030	1091
67801	1889	64
20299	1811	1
20312	3144	6387
100861664	759	3
20295	514	13
109006	4327	547
67914	1693	544
20021	1580	296
114255	2604	315
234582	2304	121
382045	2820	1
14766	3864	1362
54672	2439	130
330830	2832	0
74187	3425	367
16582	3762	1319
333329	6686	42
73407	967	1
79233	4107	478
101985	1764	534
17388	4279	6325
14894	1295	1105
13000	3766	1253
244608	1271	14
70993	1152	0
78833	2412	68
234593	2966	23
66083	1669	401
234594	8375	5247
319960	2803	17
100041953	801	844
234595	3282	241
14719	2345	1281
100499527	64	0
12564	4301	0
234624	3219	0
100042069	1650	5301
100504084	798	239
12552	4216	13
100504119	1695	0
71058	868	0
12562	3986	225
100861701	894	1
65115	3392	0
57813	2400	338
75458	2098	111
320206	2937	79
73381	1084	3
100504164	1130	0
75502	865	0
68119	1616	422
97487	7734	1775
234663	4633	1762
320022	2950	30
234664	1808	853
12354	1538	15
628007	206	110
382051	3498	92
12556	3318	0
56437	1575	496
68523	680	529
102022	1964	0
442809	3551	0
234669	1895	0
234671	1970	2
667754	1964	0
234673	2699	0
71903	1823	0
72361	2859	7
436059	1677	0
382053	2049	0
13909	2065	1
234677	2433	0
12400	2914	2239
234678	2873	485
97440	2326	6
71609	1385	216
50788	1901	74
26386	1753	16
78688	2869	45
74356	3553	153
277978	2497	11
100504307	1778	6
104394	1993	1164
234683	3060	1027
723841	97	0
234684	1923	35
66320	775	858
234686	3948	1796
277973	5222	893
102075	4167	200
279499	3028	4
270091	2498	112
67971	1024	691
70796	2054	854
15484	1849	45
11972	1617	1165
11604	661	5
667846	882	8
75687	4134	623
100316712	108	0
546100	903	25
13018	3823	1610
234695	2504	92
497652	1425	531
56513	1429	77
102124	1277	110
71046	1124	1
70575	2036	307
74334	5308	1110
72236	2210	4
320394	1767	413
59016	1848	345
68051	1966	165
100504368	631	8
234699	4645	1425
234700	606	5
244631	3246	441
109660	888	8
19171	1270	711
16816	1362	0
20498	3832	79
71854	1681	1
319446	1766	27
71986	1871	202
66369	1860	170
18021	6014	1535
77411	2672	1492
69771	1647	215
192654	2706	60
100861797	772	0
330836	3730	877
66432	1525	1219
214572	2254	628
58994	5148	7
100038487	2014	0
68163	911	0
22751	2632	161
330837	2994	0
12560	3995	51
68692	1341	0
12550	4413	16127
100504495	1129	0
272538	4409	294
15118	5912	66
214987	2931	1916
21771	2249	1468
20650	4423	1714
116733	2075	895
68023	1537	408
97484	2104	417
66164	3129	910
66269	863	0
21750	3758	409
667847	882	68
66427	4294	1374
54446	13443	6068
18104	1552	461
67619	1647	1062
66894	4281	1222
387158	70	1
17463	1600	2015
109215	902	0
11906	16439	816
100526511	79	0
628686	1371	0
384864	1122	275
56523	3398	0
64340	4190	1631
234723	1796	71
15439	1345	4617
56749	2318	444
244646	6673	74
71955	2342	4915
75871	2415	675
52335	7526	1440
11765	6817	3461
100217432	64	6
244650	7847	704
73608	3205	781
234724	2377	14
26887	2000	0
234725	4902	482
12308	1431	0
234728	3577	243
244653	15783	1
100861869	578	0
234729	3030	805
244654	4709	2079
76527	1838	87
101943	4299	4868
100217465	64	0
102339	2754	852
234730	3838	327
20444	4470	28
13680	2575	1007
234733	6750	593
100628592	81	0
234734	4891	1964
72544	1261	269
353287	1819	0
319518	2904	208
434350	2671	50
20340	3880	2953
100504655	735	0
234736	4443	919
547023	478	4262
74568	1702	286
338521	2492	5
319481	5222	1060
170737	5686	3975
52815	2221	1360
22640	1874	400
66473	887	0
100861890	376	0
12927	3280	2710
23837	1215	1822
66817	1943	234
56773	1935	14
234740	2887	184
93739	980	1036
30947	3159	68
85305	2173	3053
57321	3599	344
627828	1604	1067
170571	4850	2
791378	2006	1
270096	5157	327
668110	901	1
208936	4855	10
67528	1087	83
270097	3655	0
71122	1582	0
100504738	943	0
403395	2930	0
80707	2251	333
17132	3642	24
75465	515	4
75796	8087	91
78213	558	0
66531	1440	136
72155	1768	180
234776	4877	734
69528	2971	40
68133	1337	368
76645	7386	4
63857	2532	14
209239	2652	137
100504395	2075	96
74440	4735	1697
234779	4298	1087
74032	2835	330
15486	1280	3
68533	1054	235
100504406	1133	3
12554	2290	127
68196	1165	1865
56690	2100	164
71839	1961	2021
117148	1971	4
234788	2623	0
56453	4375	2949
72552	3169	339
68270	2821	1
21341	3255	328
628061	456	101
75773	1928	0
66733	3806	0
67866	1169	0
69047	3223	882
74347	2574	167
72042	1639	1510
234796	2142	116
22224	3236	2492
78892	4150	2531
102193	2854	615
234797	6284	525
436062	1190	0
382034	6953	3146
272551	1038	419
100038388	2538	23
68918	734	23
18117	4933	632
12857	679	8019
15900	2829	133
100503115	597	1
68790	2380	0
15227	1062	1
234814	2444	337
14234	2725	7
14241	2960	0
76405	1080	3
72259	964	0
76454	4355	411
67443	1712	3659
142682	6476	2480
57340	3903	8
234825	2083	401
100504526	714	0
20539	3513	2256
407789	2260	1
12352	1248	0
53325	5455	300
195209	12584	168
22761	3386	353
170732	1340	2
76014	3804	1918
234836	654	42
13057	759	1495
192156	1864	401
100689703	2821	499
319574	627	1
30927	1589	67
68718	1783	512
66965	3066	1015
234839	8216	6370
67177	2191	969
11821	866	1205
50917	2586	267
59005	610	378
382035	1144	0
12398	7964	26
319463	3344	0
382036	2339	19
257633	2207	364
12555	2843	6
77087	8816	4066
100503178	2028	134
234847	2558	1123
100861897	489	4
270106	780	97
100302565	48	7
102278	2405	9
57429	1160	97
13479	2243	22
234852	2171	1998
320869	518	7
234854	1649	501
78779	2380	55
71186	1229	10
72325	2779	473
57247	4877	510
14087	4541	492
234857	2333	65
66855	3836	6476
17199	3663	2
22152	1723	4
23854	4107	658
114896	4268	1108
72185	2637	49
104346	1680	494
100861471	121	1
100861472	121	1
100861473	121	0
100861474	121	3
100861475	121	0
100861477	121	0
100861478	121	0
100861479	121	0
100861480	121	0
100861481	121	0
100861482	121	0
100861483	121	0
100861484	121	0
100861486	121	0
100861487	121	0
100861488	121	0
100861489	121	0
100861490	121	0
19804	121	0
100861491	121	0
100861492	121	0
100861493	121	0
100861494	121	0
100861495	121	0
100861496	121	0
100861497	121	0
100861498	121	0
100861499	121	0
100861500	121	0
100861501	121	0
100861502	121	0
100861503	121	0
100503230	1493	44
69581	3367	6513
234863	1434	10
19341	1412	698
100043296	435	186
73420	2673	121
11459	1433	57
234865	5808	809
56199	4306	630
100861938	788	0
102162	2893	728
100316819	82	0
382038	5773	1098
108148	4110	873
69062	829	0
209966	2824	2
76332	2825	637
11606	1839	384
73647	2330	9
69551	3307	790
234875	3049	884
68865	1165	166
69627	1315	72
330863	8808	3
66523	1382	576
14712	2984	1321
102058	7407	235
244666	2116	490
112405	3524	569
53424	2391	1145
244667	2597	23
244668	6365	639
75930	955	1
74393	3548	40
66566	1155	160
270109	7212	23
234878	5692	416
16525	2303	4440
210027	2784	1973
67892	763	139
212728	5060	334
100861955	1490	2
270110	4530	4223
414091	2546	26
67952	4986	3289
52202	3432	720
93742	8019	2364
628847	465	1
18186	5921	116
100316680	80	0
16412	4194	10703
100042659	1194	1
74703	1990	0
75453	1637	0
72139	1472	54
100862012	921	5174
100628572	75	0
114673	1382	0
67667	2270	192
244672	3953	409
234889	13727	68
67618	2870	492
69149	2426	62
78100	2740	604
14802	6152	1
12362	1513	167
12363	1432	768
12364	2605	701
71785	1795	31
71829	1520	0
110350	13972	670
76863	1201	1175
17386	2675	0
17381	3607	5
83996	1997	0
17392	1801	9
83995	2024	0
17384	1714	1
17394	2453	0
234911	1656	1
30800	3276	0
17393	878	2
71929	2871	7958
11797	3140	3027
11796	2813	5345
22601	4171	2981
234912	1592	75
234915	3647	373
76669	1110	0
100316772	96	0
22068	3259	389
18667	6889	2033
791396	3983	288
71544	5404	2233
100579151	674	0
244682	4270	0
78219	781	0
77532	2952	352
66396	4642	346
270118	6743	1679
18689	1391	0
77116	3122	1417
74360	2843	604
72826	3672	700
75747	2158	497
71946	4470	1158
244694	2662	1
66070	1152	1364
75723	8951	2997
330890	2637	4
14345	3664	142
69325	688	0
56503	1764	151
17535	3004	505
14608	2252	4
64931	1841	0
55991	2075	198
244698	5261	8
69137	1988	14
234959	3900	476
70984	2981	826
75316	1699	1900
319675	7371	504
100216535	42	0
170748	954	116
234964	3025	5
78025	433	0
234967	1937	111
244701	1244	0
270120	18468	0
66917	2205	911
72560	2690	14
546118	2639	0
234988	2155	0
72230	3839	54
73503	828	0
73732	1032	22
18322	942	0
258598	939	0
259070	966	0
258559	948	0
258075	939	0
258074	939	0
257872	936	0
258557	955	0
258558	1040	0
258560	1107	0
258249	942	0
258279	942	0
258518	939	0
258520	939	0
258516	948	0
258907	939	0
258908	918	0
258515	948	0
258517	992	0
244713	4025	586
624341	1642	2
257963	930	0
18358	1185	0
258519	930	0
258521	1219	0
258555	921	0
258336	2671	0
258551	1077	0
257898	996	0
258552	1132	0
258550	998	0
57251	936	0
258905	1147	0
258553	1124	0
258822	1098	0
258554	960	0
18315	1156	0
434377	4732	122
22688	11407	774
235028	3665	267
77519	6285	1168
244721	2755	46
66662	2355	10
30843	2662	265
66177	1939	1860
23988	3808	665
244723	1525	15
53867	6086	55
235033	1450	1
319278	1683	374
70726	1564	50
235036	1671	1500
53356	1068	2585
13433	6304	4795
14739	2815	1790
66163	1289	821
